Sample	Frequency	Magnitude	Phase	Marker	Timestamp
27.2000000000001	2848.036	1086.598	-0.01208483	 	19:34:58
27.3000000000001	2983.647	1086.807	-0.02993272	 	19:34:58
27.4000000000001	3125.716	1086.686	-0.01957199	 	19:34:58
27.5000000000001	3274.549	1086.665	-0.02032181	 	19:34:58
27.6000000000001	3430.469	1086.639	-0.02727312	 	19:34:58
27.7000000000001	3593.814	1086.657	-0.02748903	 	19:34:58
27.8000000000001	3764.936	1086.559	-0.02362491	 	19:34:58
27.9000000000001	3944.206	1086.75	-0.02967875	 	19:34:59
28.0000000000001	4132.012	1086.581	-0.03576928	 	19:34:59
28.1000000000001	4328.761	1086.687	-0.03747533	 	19:34:59
28.2000000000001	4534.878	1086.696	-0.04320128	 	19:34:59
28.3000000000001	4750.81	1086.696	-0.04012208	 	19:34:59
28.4000000000001	4977.023	1086.766	-0.04150066	 	19:34:59
28.5000000000001	5214.008	1086.706	-0.04476694	 	19:34:59
28.6000000000001	5462.277	1086.731	-0.04699801	 	19:34:59
28.7000000000001	5722.368	1086.675	-0.05539742	 	19:34:59
28.8000000000001	5994.842	1086.711	-0.05807659	 	19:34:59
28.9000000000001	6280.292	1086.698	-0.05970679	 	19:34:59
29.0000000000001	6579.332	1086.81	-0.06328142	 	19:34:59
29.1000000000001	6892.612	1086.671	-0.06570982	 	19:34:59
29.2000000000001	7220.809	1086.773	-0.07396225	 	19:35:0
29.3000000000001	7564.633	1086.793	-0.07745543	 	19:35:0
29.4000000000001	7924.829	1086.805	-0.08008869	 	19:35:0
29.5000000000001	8302.176	1086.681	-0.08679436	 	19:35:0
29.6000000000002	8697.49	1086.711	-0.09376716	 	19:35:0
29.7000000000002	9111.628	1086.877	-0.09930111	 	19:35:0
29.8000000000002	9545.484	1086.815	-0.1029657	 	19:35:0
29.9000000000002	10000	1086.802	-0.1087165	 	19:35:0
30.0000000000002	100	1092.072	1.093951	 	19:35:0
30.1000000000002	104.7616	1151.636	-357.8048	Peak	19:35:0
30.2000000000002	109.7499	1386.12	-1.820482	Peak	19:35:0
30.3000000000002	114.9757	1239.074	-5.915192	Peak	19:35:0
30.4000000000002	120.4504	1160.638	-17.76636	Peak	19:35:1
30.5000000000002	126.1857	1018.627	-6.76593	 	19:35:1
30.6000000000002	132.1941	949.322	-1.906189	 	19:35:1
30.7000000000002	138.4886	1063.134	0.559109	 	19:35:1
